0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.902,0.98667,0.98667,0.98667,0.9375,0.75103,0.78728,0.79123,0.80709,0.74645,0.78453,0,0.74438,0.76418,0.70846,0.94937,0.93182,0.9,0.95062,0.91579,0.73022,0.77316,0,0.80441,0.79237,0.80383,0.82415,0.82269,0.88333,0,0,0,0,0.94737,0,0,0.81011,0.78261,0.95122,0.95,0.75817,0,0,0.76101,0.73337,0.81245,0.79501,0.79915,0,0,0.95946,0,0.72073,0.72171,0.93671,0,0.7286,0.92771,0.75406,0.7305,0.77716,0,0,0,0,0,0,0,0,0.80317,0.80398,0.80342,0.77448,0.98649,0.98649,0.9375,0.74822,0.73751,0.7213,0.77217,0.81818,0.758,0.75678,0.75741,0.72373,0,0.72785,0.77528,0.97368,0.95,0.69953,0.84146,0.74401,0.83602,0.802,0.8416,0.992,0.73566,0.72611,0,0.79593,0.7696,0.98718,0.72419,0.76798,0.89333,0.89333,0.89333,0.89474,0.88158,0.89333,0.89333,0.89333,0.8961,0.85775,0.93333,0.93243,0.93421,0.93421,0.93243,0.93506,0.74619,0.7766,0.7452,0.77835,0.98795,0.73518,0.97468,0.9875,0.71488,0.72843,0.71096
0.90202,1,0.82321,0.82125,0.82126,0.7531,0.79492,0.79587,0.82347,0.82664,0.80172,0.77579,0.7625,0.74562,0.76676,0.76882,0.76616,0.79879,0.8003,0.76616,0.76536,0.7728,0.79154,0,0.82342,0.82251,0.82453,0.82328,0.82072,0.79741,0,0,0,0,0,0,0,0.88577,0.81586,0.79924,0.79666,0.81719,0,0,0.78612,0.81938,0.86493,0.82227,0.8188,0,0.78832,0.78485,0.78452,0.81471,0.81504,0.80319,0.7719,0.75794,0.8082,0.81837,0.8188,0.81827,0.80556,0,0,0,0,0,0,0,0.81926,0.82041,0.82159,0.77343,0.78804,0.78804,0.80319,0.82669,0.75,0.82003,0.7827,0.78987,0.79349,0.87796,0.81769,0.81719,0,0.78728,0.76102,0.82125,0.82784,0.81695,0.9375,0.83955,0.83803,0.83685,0.83917,0.83735,0.81942,0.82168,0,0.81322,0.81535,0.81871,0.84172,0.76782,0.78707,0.78767,0.78967,0.79513,0.76085,0.78664,0.78208,0.78935,0.78588,0.8593,0.78501,0.78955,0.77252,0.7738,0.77452,0.79363,0.77894,0.85807,0.76741,0.7793,0.85231,0.82969,0.82532,0.82935,0.82929,0.831,0.81542
0.98667,0.82291,1,0.9151,0.92849,0.91611,0.78125,0.80428,0.99959,0.86094,0.83305,0.79649,0.74494,0.78369,0,0,0.77158,0.77436,0.77383,0.77017,0.77221,0.80952,0.81183,0,0.82781,0.82883,0.82765,0.82673,0.82689,0.83039,0,0,0.83721,0.80645,0.7038,0,0.81304,0.82947,0.85221,0.81053,0.8134,0.84476,1,0,0.79053,0.85768,0.91968,0.8527,0.85118,0,0.8038,0.79756,0.79863,0.84702,0.84594,0.80486,0.77542,0.80772,0.82678,0.8499,0.84947,0.84767,0.77649,0,0,0,0,0,0,0,0.84971,0.83352,0.85089,0.7904,0.80152,0.80152,0.7695,0.86843,0.79407,0.84665,0.7947,0.79441,0.79819,0.82194,0.84961,0.84937,0,0.80323,0.78479,0.85763,0.86133,0.84513,0.77599,0.88027,0.88014,0.87942,0.87784,0.87976,0.84995,0.84822,0,0.85289,0.85436,0.8568,0.84629,0.912,0.77132,0.76775,0.76639,0.76339,0.76691,0.7682,0.7668,0.76663,0.76859,0.84678,0.79711,0.76487,0.78435,0.78413,0.77175,0.77262,0.78607,0.87273,0.78251,0.79056,0.84673,0.85437,0.853,0.85232,0.85051,0.85442,0.85709
0.98667,0.82166,0.9151,1,0.85461,0.91869,0.78446,0.80305,0.85636,0.8598,0.83808,0.79847,0.74099,0.78833,0,0.86207,0.76998,0.77103,0.77049,0.76895,0.77089,0.80661,0.80989,0,0.8261,0.82644,0.82638,0.82478,0.8249,0.83333,0,0,0,0.80645,0,0,0.84343,0.82816,0.85079,0.8067,0.80975,0.84169,1,0,0.7902,0.85616,0.82696,0.84894,0.84879,0,0.80289,0.79695,0.79848,0.84547,0.84623,0.79834,0.77752,0.80895,0.828,0.8481,0.84831,0.84558,0.77792,0,0,0,0,0,0,0,0.84834,0.84877,0.8485,0.79329,0.80273,0.80273,0.77548,0.86407,0.7962,0.84624,0.8,0.79501,0.79955,0.82399,0.84844,0.844,0,0.80038,0.7837,0.85665,0.86008,0.84484,0.77679,0.87853,0.8784,0.87687,0.87534,0.88001,0.84842,0.84822,0,0.85236,0.85241,0.85456,0.8451,0.912,0.76887,0.7657,0.76512,0.7622,0.7666,0.76614,0.77955,0.76672,0.76899,0.84624,0.79651,0.76487,0.78421,0.78385,0.77227,0.78449,0.78325,0,0.78419,0.78919,0.8439,0.85232,0.85251,0.85208,0.84917,0.85228,0.85592
0.98667,0.82138,0.92849,0.85462,1,0.91501,0.7836,0.80335,0.85573,0.86099,0.83533,0.79665,0.74895,0.78833,0,0,0.76976,0.78927,0.78914,0.7681,0.77049,0.80855,0.80989,0.73898,0.82485,0.8256,0.82634,0.82377,0.82445,0.83252,0,0,0,0.81452,0,0,0,0.83009,0.84873,0.80648,0.80839,0.84148,0,0,0.79323,0.8524,0.82273,0.84792,0.84531,0,0.79985,0.79665,0.79772,0.84318,0.84347,0.79532,0.77752,0.80833,0.82886,0.84771,0.84747,0.84702,0.77799,0,0,0,0,0,0,0,0.84684,0.84441,0.844,0.79192,0.80106,0.80106,0.77076,0.86497,0.7953,0.8406,0.7997,0.79381,0.79728,0.82032,0.84771,0.84927,0,0.78864,0.78479,0.85853,0.86049,0.844,0.78438,0.87925,0.8764,0.87564,0.87538,0.88035,0.84765,0.84334,0.95745,0.84904,0.85007,0.85446,0.84279,0.912,0.76923,0.76597,0.76501,0.78139,0.79575,0.76681,0.77607,0.76484,0.7668,0.84126,0.79544,0.77897,0.7838,0.78358,0.77097,0.77049,0.80219,0,0.78343,0.78859,0.84196,0.85242,0.85119,0.85232,0.85134,0.85024,0.85162
0.92771,0.75346,0.91612,0.91869,0.91503,1,0,0,0.75083,0.75785,0.77207,0,0,0,0,0.94737,0.74132,0.79741,0.75386,0.73185,0.74415,0.96104,0.96104,0,0.93506,0.9359,0.72538,0.92593,0.92593,0.92771,0,0.91489,0,0,0,0,0.75231,0.82967,0.74284,0.90123,0.93421,0.74744,1,0,0.91358,0.7113,0.73649,0.7687,0.7646,0,0.78426,0.97183,0.73738,0.74455,0.74387,0.7575,0,0.93506,0.77739,0.79056,0.78676,0.81773,0.86364,0,0,0,0,0,0,0,0.74539,0.74266,0.74403,0,0.74871,0.94805,0.76384,0.73206,0,0.75714,0,0,0,0.78214,0.74778,0.75324,0,0.89286,0,0.80138,0.81137,0.78744,0.77536,0.96512,0.75402,0.73391,0.73916,0.73133,0.74591,0.74778,0,0.78531,0.71106,0.78238,0.74387,0.96154,0.76256,0.76262,0.76311,0.75109,0.74978,0.75699,0.73114,0.76664,0.74464,0.95122,0.76351,0.75742,0.76283,0.76255,0.75536,0.76015,0,0,0.8913,0,0.78952,0.75136,0.78811,0.74421,0.7338,0.79534,0.7793
0.75509,0.79467,0.78125,0.78436,0.78376,0,1,0.90119,0.79116,0.79947,0.78553,0.77733,0.75676,0.76342,0,0.87931,0.81642,0.80672,0.80643,0.81362,0.81642,0.77646,0.76085,0,0.78479,0.7843,0.78387,0.78241,0.7682,0.76144,0,0,0.80978,0,0,0,0,0.78387,0.78867,0.79251,0.81162,0.78716,0,0,0.8009,0.7862,0.7749,0.7897,0.78716,0,0.79836,0.7976,0.7979,0.78734,0.7891,0.81233,0.86572,0.80867,0.78053,0.79058,0.78974,0.79513,0.78177,0,0,0,0,0,0,0,0.7897,0.79086,0.78903,0.79246,0.80209,0.80209,0.80626,0.79011,0.93347,0.79241,0.77593,0.8931,0.89753,0.78073,0.79258,0.79377,0,0.76993,0.80396,0.77424,0.77348,0.77591,0,0.78799,0.79284,0.79011,0.78707,0.791,0.79103,0.79188,0,0.79561,0.78885,0.78168,0.7865,0.71922,0.80425,0.8044,0.80455,0.80539,0.80194,0.80547,0.79925,0.8036,0.80299,0.79863,0.80625,0.8009,0.80226,0.80151,0.79834,0.80333,0.78856,0.77068,0.78566,0.77712,0.79258,0.79114,0.79223,0.79348,0.79054,0.7878,0.79714
0.78775,0.79587,0.80413,0.80259,0.8035,0,0.90119,1,0.80473,0.816,0.80017,0.79508,0.76811,0.79562,0.70697,0,0.81031,0.80457,0.80647,0.80804,0.80892,0.78593,0.75744,0,0.76816,0.76233,0.75668,0.79416,0.77692,0.75566,0,0,0,0,0,0,0,0.79468,0.80274,0.81132,0.80677,0.80397,0,0,0.80971,0.79863,0.79151,0.80198,0.80214,0,0.79389,0.79946,0.80109,0.80229,0.80016,0.81795,0.8469,0.82487,0.78495,0.79665,0.79939,0.79282,0.78462,0,0,0,0,0,0,0,0.80183,0.8049,0.80443,0.90722,0.80038,0.80038,0.80676,0.78512,0.91234,0.80122,0.77012,0.88457,0.89891,0.79043,0.79803,0.80138,0,0.78654,0.8917,0.79075,0.77325,0.78811,0,0.78741,0.78479,0.7842,0.80137,0.80229,0.80214,0.80229,0,0.80304,0.80244,0.79909,0.80153,0.79355,0.79389,0.79479,0.79416,0.79936,0.79657,0.79593,0.79425,0.79975,0.79795,0.80183,0.81302,0.81199,0.79846,0.79846,0.79425,0.79847,0.84035,0.86141,0.79028,0.88588,0.78576,0.79152,0.79741,0.79306,0.78944,0.79036,0.80534
0.79105,0.82347,0.99959,0.85636,0.85573,0.75083,0.79116,0.80488,1,0.88424,0.74132,0.80608,0.75539,0.72949,0.71639,0.80531,0.76274,0.77004,0.76964,0.76475,0.76541,0.79644,0.79426,0,0.82329,0.82254,0.82521,0.82347,0.82321,0.75848,0,0,0,0,0,0,0,0.83653,0.77264,0.80416,0.79342,0.77475,0,0,0.78701,0.78128,0.8347,0.77316,0.77556,0,0.78247,0.80121,0.80272,0.77691,1,0.77714,0.78403,0.77291,0.86448,0.77258,0.77393,0.85428,0.77551,0,0,0,0,0,0,0,0.77339,0.99985,0.77142,0.79392,0.79756,0.79756,0.77115,0.85728,0.80015,0.7601,0.74308,0.8038,0.80655,0.8318,0.77289,0.77083,0,0.76606,0.78751,0.75277,0.75441,0.75478,0.71944,0.86429,0.86306,0.86374,0.8651,0.862,0.77386,0.77527,0,0.77133,0.77733,0.85457,0.77604,0.75869,0.7953,0.79894,0.79682,0.80061,0.79637,0.76169,0.7947,0.7627,0.76142,0.83956,0.79834,0.79849,0.78064,0.78195,0.80015,0.8065,0.81403,0.77209,0.73626,0.79405,0.76001,0.75616,0.7697,0.89487,0.76284,0.76614,0.76726
0.80693,0.8267,0.86094,0.8598,0.86099,0.75785,0.79982,0.81656,0.88425,1,0.74008,0.81244,0.75507,0.78702,0.75833,0.79825,0.76406,0.77117,0.77141,0.76589,0.76664,0.79467,0.79249,0,0.82866,0.82824,0.83074,0.8283,0.82711,0.8229,0,0,0,0,0,0.8022,0,0.84195,0.76969,0.78869,0.79606,0.77191,0,0,0.78422,0.77557,0.83975,0.77087,0.77293,0,0.78376,0.79965,0.78833,0.77513,0.77432,0.77552,0.78966,0.77186,0.85919,0.76945,0.77064,0.85771,0.81423,0,0,0,0,0,0,0,0.77024,0.77128,0.76894,0.80321,0.80302,0.80302,0.77074,0.87414,0.80444,0.75721,0.80195,0.80745,0.8105,0.83436,0.76963,0.76879,0,0.78989,0.79501,0.75147,0.75258,0.75319,0.72106,0.86868,0.86841,0.86805,0.87168,0.86909,0.77065,0.77326,0,0.76833,0.77347,0.9047,0.77425,0.74595,0.76344,0.76247,0.7614,0.78173,0.76141,0.76214,0.79769,0.77899,0.78012,0.84682,0.79841,0.79754,0.7781,0.77955,0.77889,0.80725,0.79671,0.77642,0.76492,0.7968,0.76008,0.75622,0.76758,0.9071,0.76121,0.76424,0.76468
